1792	149.56	68.1746
1824	108.701	71.8882
1856	147.585	75.5218
1888	120.994	79.8828
1920	165.279	83.7788
1952	132.748	88.2129
1984	180.934	92.5489
2016	148.749	96.8518
2048	449.07	103.037
