513	4.381741
577	4.396156
641	4.424863
705	4.398512
769	4.410581
833	4.393134
897	4.361332
961	4.324868
1025	4.333293
1089	4.325073
1153	4.322047
1217	4.296161
1281	4.310785
1345	4.304047
1409	4.361933
1473	4.341991
1537	4.327412
