513	1.746080	.398490
577	2.822640	.642070
641	3.959580	.894848
705	5.293900	1.203566
769	6.903380	1.565186
833	8.822380	2.008220
897	11.136400	2.553440
961	13.777560	3.185660
1025	16.877660	3.894880
1089	20.382600	4.712660
1153	24.185400	5.595820
1217	28.386200	6.607340
1281	33.155800	7.691360
1345	38.581400	8.963980
1409	44.485000	10.198460
1473	50.873200	11.716560
1537	57.814400	13.360040
