5072	35069975	5242036	9940797	5242036
5136	35972800	5372587	10204722	5372587
5200	36825008	5504878	10410189	5504878
5264	37686965	5638688	10617292	5638688
5328	38643698	5773889	10911363	5773889
5392	39526581	5910948	11123422	5910948
5456	40419683	6049720	11337685	6049720
5520	41498109	6189536	11729320	6189536
5584	42413016	6331441	11949279	6331441
